anios_estudiados,barrio,categoria_de_trabajo,edad,educacion_alcanzada,estado_marital,ganancia_perdida_declarada_bolsa_argentina,genero,horas_trabajo_registradas,religion,rol_familiar_registrado,tiene_alto_valor_adquisitivo,trabajo
17,Palermo,relacion_de_dependencia,42,universidad_3_anio,matrimonio_civil,0,hombre,58,cristianismo,casado,0,transporte
13,Palermo,,22,4_anio,sin_matrimonio,0,mujer,40,cristianismo,otro,0,
9,Palermo,relacion_de_dependencia,61,9_grado,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
17,Palermo,monotibutista,64,universidad_3_anio,matrimonio_civil,0,hombre,5,cristianismo,casado,0,entretenimiento
13,Palermo,empleado_municipal,46,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,otros
17,Palermo,relacion_de_dependencia,24,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,directivo_gerente
14,Palermo,relacion_de_dependencia,27,5_anio,matrimonio_civil,2829,hombre,70,cristianismo,casado,0,reparador
13,Palermo,relacion_de_dependencia,47,4_anio,matrimonio_civil,7688,hombre,55,cristianismo,casado,1,transporte
14,Palermo,relacion_de_dependencia,18,5_anio,divorciado,0,hombre,15,cristianismo,con_hijos,0,otros
13,Palermo,relacion_de_dependencia,48,4_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,ventas
13,Palermo,monotibutista,50,4_anio,divorciado,0,hombre,40,cristianismo,sin_familia,0,sector_primario
18,Palermo,empleado_provincial,40,universidad_4_anio,divorciado,0,mujer,45,cristianismo,sin_familia,0,profesional_especializado
10,Palermo,monotibutista,56,1_anio,divorciado,0,hombre,40,cristianismo,con_hijos,0,ventas
13,Palermo,relacion_de_dependencia,34,4_anio,sin_matrimonio,4865,mujer,40,cristianismo,sin_familia,0,entretenimiento
17,Palermo,empleadao_estatal,56,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,ventas
11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,hombre,20,cristianismo,con_hijos,0,otros
14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,mujer,25,cristianismo,con_hijos,0,otros
13,Palermo,relacion_de_dependencia,40,4_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,soporte_tecnico
13,Palermo,empleado_municipal,27,4_anio,matrimonio_civil,0,hombre,50,cristianismo,otro,0,limpiador
19,Palermo,monotibutista,52,universiada_5_anio,matrimonio_civil,99999,hombre,45,cristianismo,casado,1,profesional_especializado
13,Palermo,relacion_de_dependencia,46,4_anio,divorciado,0,mujer,30,cristianismo,sin_familia,0,ventas
13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,entretenimiento
14,Palermo,relacion_de_dependencia,50,5_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,soporte_tecnico
14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,hombre,50,cristianismo,otro,0,inspector
13,Palermo,relacion_de_dependencia,20,4_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,otros
14,Palermo,relacion_de_dependencia,39,5_anio,divorciado,8614,mujer,40,cristianismo,sin_familia,1,directivo_gerente
11,Palermo,relacion_de_dependencia,24,2_anio,sin_matrimonio,0,hombre,35,cristianismo,con_hijos,0,reparador
15,Palermo,relacion_de_dependencia,72,universidad_1_anio,viudo_a,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
18,Palermo,empleado_provincial,42,universidad_4_anio,matrimonio_civil,0,mujer,20,cristianismo,casada,1,profesional_especializado
17,,relacion_de_dependencia,42,universidad_3_anio,divorciado,0,hombre,45,cristianismo,soltero_a,0,ventas
17,Palermo,relacion_de_dependencia,51,universidad_3_anio,divorciado,0,hombre,50,ateismo,sin_familia,0,directivo_gerente
13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,ventas
14,Palermo,empleado_municipal,40,5_anio,sin_matrimonio,2977,mujer,35,ateismo,soltero_a,0,entretenimiento
14,Palermo,relacion_de_dependencia,34,5_anio,matrimonio_civil,0,hombre,55,cristianismo,casado,1,ventas
11,Belgrano,relacion_de_dependencia,19,2_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,limpiador
13,Palermo,relacion_de_dependencia,26,4_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,directivo_gerente
17,Palermo,empleado_municipal,45,universidad_3_anio,divorciado,4934,mujer,50,cristianismo,soltero_a,1,profesional_especializado
18,Palermo,relacion_de_dependencia,28,universidad_4_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,1,profesional_especializado
17,Palermo,empleadao_estatal,30,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,1,profesional_especializado
13,Palermo,relacion_de_dependencia,32,4_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,mujer,25,cristianismo,con_hijos,0,otros
13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,hombre,35,cristianismo,con_hijos,0,otros
13,Palermo,relacion_de_dependencia,54,4_anio,matrimonio_civil,0,mujer,20,judaismo,otro,0,servicio_domestico
19,Palermo,relacion_de_dependencia,62,universiada_5_anio,matrimonio_civil,0,hombre,30,cristianismo,casado,1,profesional_especializado
14,Palermo,relacion_de_dependencia,25,5_anio,sin_matrimonio,2597,hombre,48,cristianismo,sin_familia,0,otros
14,Palermo,responsable_inscripto,49,5_anio,divorciado,0,mujer,32,cristianismo,soltero_a,0,directivo_gerente
13,Palermo,relacion_de_dependencia,32,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,reparador
14,,relacion_de_dependencia,26,5_anio,sin_matrimonio,-1602,hombre,40,cristianismo,sin_familia,0,profesional_especializado
13,Palermo,empleado_municipal,37,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,seguridad
13,Palermo,relacion_de_dependencia,58,4_anio,divorciado,0,mujer,40,cristianismo,otro,0,ventas
14,Palermo,relacion_de_dependencia,37,5_anio,matrimonio_civil,7298,mujer,45,cristianismo,casada,1,entretenimiento
13,Palermo,relacion_de_dependencia,41,4_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,directivo_gerente
17,Palermo,relacion_de_dependencia,38,universidad_3_anio,matrimonio_civil,7688,hombre,40,cristianismo,casado,1,directivo_gerente
13,Palermo,empleado_provincial,47,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,otros
13,Palermo,relacion_de_dependencia,42,4_anio,divorciado,0,hombre,35,judaismo,soltero_a,0,otros
13,Palermo,empleado_provincial,30,4_anio,matrimonio_civil,-1902,hombre,40,cristianismo,casado,0,entretenimiento
14,Palermo,relacion_de_dependencia,43,5_anio,matrimonio_civil,7688,hombre,40,cristianismo,casado,1,ventas
13,Palermo,relacion_de_dependencia,34,4_anio,matrimonio_civil,0,hombre,40,judaismo,casado,0,inspector
14,Palermo,relacion_de_dependencia,57,5_anio,divorciado,594,mujer,10,cristianismo,otro,0,directivo_gerente
11,Palermo,relacion_de_dependencia,46,2_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,inspector
14,Palermo,relacion_de_dependencia,32,5_anio,matrimonio_civil,0,hombre,55,cristianismo,casado,0,transporte
9,nuñez,relacion_de_dependencia,20,9_grado,sin_matrimonio,0,mujer,11,cristianismo,con_hijos,0,inspector
15,Palermo,relacion_de_dependencia,47,universidad_1_anio,divorciado,0,hombre,50,cristianismo,sin_familia,0,ventas
13,Palermo,,55,4_anio,divorciado,0,hombre,20,cristianismo,sin_familia,0,
8,Parque Avellaneda,monotibutista,53,7-8_grado,matrimonio_civil,4386,hombre,50,cristianismo,casado,1,directivo_gerente
17,Palermo,relacion_de_dependencia,43,universidad_3_anio,matrimonio_civil,0,hombre,65,cristianismo,casado,1,ventas
8,Palermo,monotibutista,80,7-8_grado,matrimonio_civil,0,hombre,30,cristianismo,casado,0,sector_primario
14,Belgrano,relacion_de_dependencia,24,5_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,otros
18,Palermo,empleado_municipal,43,universidad_4_anio,matrimonio_civil,-1977,hombre,60,cristianismo,casado,1,directivo_gerente
13,Palermo,relacion_de_dependencia,22,4_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,limpiador
14,Palermo,relacion_de_dependencia,40,5_anio,separado,0,hombre,40,judaismo,sin_familia,0,directivo_gerente
13,Palermo,relacion_de_dependencia,48,4_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,directivo_gerente
13,Palermo,,56,4_anio,matrimonio_civil,0,hombre,25,cristianismo,casado,0,
11,Palermo,,34,2_anio,divorciado,0,hombre,84,cristianismo,con_hijos,0,
13,Palermo,relacion_de_dependencia,51,4_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,reparador
13,Palermo,empleadao_estatal,24,4_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,otros
14,Palermo,relacion_de_dependencia,34,5_anio,divorciado,0,mujer,30,cristianismo,soltero_a,0,entretenimiento
13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,reparador
17,Recoleta,relacion_de_dependencia,41,universidad_3_anio,matrimonio_civil,0,hombre,48,cristianismo,casado,1,transporte
13,Palermo,relacion_de_dependencia,24,4_anio,divorciado,0,mujer,38,cristianismo,sin_familia,0,ventas
14,Palermo,empleado_municipal,22,5_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,seguridad
14,Palermo,empleadao_estatal,32,5_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,entretenimiento
17,Palermo,relacion_de_dependencia,41,universidad_3_anio,divorciado,0,mujer,55,cristianismo,sin_familia,0,directivo_gerente
14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,35,cristianismo,con_hijos,0,otros
13,Palermo,relacion_de_dependencia,31,4_anio,sin_matrimonio,0,hombre,40,judaismo,sin_familia,0,otros
17,Palermo,relacion_de_dependencia,55,universidad_3_anio,matrimonio_civil,0,hombre,18,cristianismo,casado,1,soporte_tecnico
20,,empleado_provincial,49,universiada_6_anio,matrimonio_civil,-1902,hombre,60,judaismo,casado,1,profesional_especializado
17,Palermo,relacion_de_dependencia,26,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,ventas
13,Palermo,monotibutista,27,4_anio,divorciado,0,hombre,70,cristianismo,sin_familia,0,transporte
13,Palermo,relacion_de_dependencia,35,4_anio,separado,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
13,Parque Avellaneda,relacion_de_dependencia,40,4_anio,divorciado,0,hombre,60,cristianismo,sin_familia,0,otros
14,Palermo,relacion_de_dependencia,59,5_anio,matrimonio_civil,0,hombre,34,cristianismo,casado,0,profesional_especializado
14,Palermo,relacion_de_dependencia,61,5_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,ventas
13,Palermo,relacion_de_dependencia,31,4_anio,sin_matrimonio,0,mujer,40,judaismo,con_hijos,0,ventas
18,Palermo,empleadao_estatal,43,universidad_4_anio,divorciado,0,hombre,60,cristianismo,sin_familia,1,seguridad
6,Palermo,relacion_de_dependencia,61,5-6_grado,sin_matrimonio,-2339,hombre,40,judaismo,sin_familia,0,limpiador
16,Palermo,relacion_de_dependencia,54,universidad_2_anio,viudo_a,0,mujer,30,cristianismo,soltero_a,0,entretenimiento
14,Palermo,relacion_de_dependencia,30,5_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,ventas
14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,mujer,50,cristianismo,sin_familia,0,ventas
18,Villa Urquiza,empleado_provincial,27,universidad_4_anio,sin_matrimonio,0,mujer,50,cristianismo,sin_familia,0,profesional_especializado
14,Palermo,responsable_inscripto,44,5_anio,divorciado,0,hombre,60,cristianismo,sin_familia,0,inspector
14,Balvanera,relacion_de_dependencia,64,5_anio,viudo_a,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
13,Palermo,relacion_de_dependencia,55,4_anio,divorciado,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
13,Palermo,relacion_de_dependencia,34,4_anio,divorciado,6849,hombre,55,cristianismo,sin_familia,0,reparador
13,Palermo,relacion_de_dependencia,61,4_anio,viudo_a,0,mujer,35,cristianismo,sin_familia,0,ventas
17,,relacion_de_dependencia,28,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,profesional_especializado
13,Palermo,relacion_de_dependencia,34,4_anio,divorciado,0,mujer,40,judaismo,soltero_a,0,inspector
19,Palermo,responsable_inscripto,47,universiada_5_anio,matrimonio_civil,-1977,hombre,60,cristianismo,casado,1,profesional_especializado
17,Palermo,relacion_de_dependencia,26,universidad_3_anio,sin_matrimonio,0,hombre,45,cristianismo,sin_familia,0,entretenimiento
11,Palermo,relacion_de_dependencia,35,2_anio,sin_matrimonio,0,hombre,40,ateismo,soltero_a,0,otros
17,Palermo,relacion_de_dependencia,36,universidad_3_anio,matrimonio_civil,0,hombre,38,cristianismo,casado,0,profesional_especializado
17,Palermo,relacion_de_dependencia,47,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,profesional_especializado
11,Palermo,relacion_de_dependencia,17,2_anio,sin_matrimonio,0,mujer,25,judaismo,con_hijos,0,otros
14,Palermo,relacion_de_dependencia,35,5_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,0,profesional_especializado
18,Palermo,relacion_de_dependencia,33,universidad_4_anio,sin_matrimonio,0,hombre,20,cristianismo,con_hijos,0,profesional_especializado
16,Palermo,relacion_de_dependencia,25,universidad_2_anio,matrimonio_civil,0,mujer,40,cristianismo,casada,0,entretenimiento
10,Palermo,relacion_de_dependencia,18,1_anio,sin_matrimonio,0,hombre,10,cristianismo,con_hijos,0,ventas
18,Palermo,empleado_provincial,47,universidad_4_anio,separado,0,hombre,38,cristianismo,sin_familia,0,profesional_especializado
13,Palermo,relacion_de_dependencia,44,4_anio,viudo_a,0,mujer,30,judaismo,soltero_a,0,otros
13,Palermo,relacion_de_dependencia,41,4_anio,divorciado,0,mujer,30,cristianismo,soltero_a,0,otros
17,Palermo,relacion_de_dependencia,30,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
14,Palermo,monotibutista,53,5_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,sector_primario
13,Palermo,relacion_de_dependencia,53,4_anio,viudo_a,0,mujer,20,judaismo,soltero_a,0,otros
13,Palermo,relacion_de_dependencia,40,4_anio,matrimonio_civil,5013,mujer,20,cristianismo,casada,0,ventas
14,Palermo,relacion_de_dependencia,24,5_anio,sin_matrimonio,-2205,hombre,24,cristianismo,sin_familia,0,entretenimiento
17,Palermo,relacion_de_dependencia,27,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,ventas
6,Belgrano,relacion_de_dependencia,50,5-6_grado,matrimonio_civil,0,hombre,37,cristianismo,casado,0,transporte
11,Palermo,relacion_de_dependencia,36,2_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,reparador
4,Belgrano,relacion_de_dependencia,41,1-4_grado,matrimonio_civil,0,hombre,40,cristianismo,casado,1,inspector
18,Palermo,relacion_de_dependencia,41,universidad_4_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,profesional_especializado
13,Palermo,relacion_de_dependencia,31,4_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,otros
17,Palermo,empleadao_estatal,32,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,directivo_gerente
14,Palermo,relacion_de_dependencia,22,5_anio,sin_matrimonio,0,hombre,48,cristianismo,con_hijos,0,inspector
10,Palermo,relacion_de_dependencia,22,1_anio,divorciado,0,hombre,40,cristianismo,con_hijos,0,reparador
12,Palermo,empleado_municipal,18,3_anio,sin_matrimonio,0,hombre,30,cristianismo,con_hijos,0,profesional_especializado
17,Palermo,relacion_de_dependencia,39,universidad_3_anio,matrimonio_civil,0,hombre,30,judaismo,casado,0,profesional_especializado
13,Palermo,relacion_de_dependencia,38,4_anio,matrimonio_civil,0,mujer,55,cristianismo,casada,0,directivo_gerente
13,Palermo,empleado_provincial,35,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
14,Palermo,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,inspector
17,Palermo,monotibutista,54,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,directivo_gerente
18,Palermo,relacion_de_dependencia,36,universidad_4_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,profesional_especializado
13,Palermo,empleado_municipal,63,4_anio,matrimonio_civil,0,hombre,55,cristianismo,casado,0,directivo_gerente
14,Palermo,relacion_de_dependencia,39,5_anio,matrimonio_civil,0,hombre,48,cristianismo,casado,0,directivo_gerente
14,Palermo,monotibutista,57,5_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,ventas
19,Palermo,responsable_inscripto,58,universiada_5_anio,matrimonio_civil,-1977,hombre,50,cristianismo,casado,1,profesional_especializado
17,Colegiales,relacion_de_dependencia,29,universidad_3_anio,sin_matrimonio,0,mujer,40,budismo,sin_familia,0,entretenimiento
11,Palermo,relacion_de_dependencia,17,2_anio,sin_matrimonio,0,mujer,20,cristianismo,con_hijos,0,ventas
13,Palermo,relacion_de_dependencia,40,4_anio,divorciado,0,hombre,40,cristianismo,sin_familia,0,reparador
14,Palermo,monotibutista,69,5_anio,matrimonio_civil,0,mujer,15,cristianismo,casada,0,otros
10,Palermo,relacion_de_dependencia,28,1_anio,divorciado,0,mujer,40,cristianismo,sin_familia,0,ventas
9,Palermo,relacion_de_dependencia,38,9_grado,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
19,Palermo,relacion_de_dependencia,44,universiada_5_anio,sin_matrimonio,14084,hombre,40,cristianismo,sin_familia,1,profesional_especializado
19,Palermo,empleado_municipal,45,universiada_5_anio,divorciado,-1726,mujer,40,judaismo,soltero_a,0,profesional_especializado
17,Palermo,empleado_provincial,33,universidad_3_anio,matrimonio_civil,0,hombre,40,judaismo,casado,0,entretenimiento
14,Palermo,empleado_municipal,41,5_anio,matrimonio_civil,-1485,hombre,40,cristianismo,casado,1,otros
13,Palermo,responsable_inscripto,37,4_anio,matrimonio_civil,7688,hombre,60,cristianismo,casado,1,ventas
14,Palermo,relacion_de_dependencia,50,5_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,ventas
17,Palermo,relacion_de_dependencia,48,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,profesional_especializado
13,Palermo,,26,4_anio,sin_matrimonio,0,mujer,40,judaismo,soltero_a,0,
14,Palermo,relacion_de_dependencia,36,5_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,directivo_gerente
14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,mujer,37,cristianismo,con_hijos,0,otros
16,Palermo,relacion_de_dependencia,37,universidad_2_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,sector_primario
14,Palermo,empleado_provincial,20,5_anio,sin_matrimonio,0,mujer,20,cristianismo,con_hijos,0,profesional_especializado
13,Palermo,monotibutista,54,4_anio,matrimonio_civil,0,mujer,30,cristianismo,casada,0,ventas
13,Palermo,relacion_de_dependencia,28,4_anio,separado,0,mujer,40,cristianismo,otro,0,ventas
14,Palermo,relacion_de_dependencia,27,5_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,profesional_especializado
15,Palermo,relacion_de_dependencia,33,universidad_1_anio,sin_matrimonio,0,mujer,40,judaismo,soltero_a,0,otros
13,Palermo,,46,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,
11,Recoleta,,28,2_anio,divorciado,0,mujer,58,cristianismo,soltero_a,0,
10,Palermo,,17,1_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,
19,Palermo,monotibutista,40,universiada_5_anio,sin_matrimonio,-2444,hombre,45,cristianismo,sin_familia,1,profesional_especializado
18,Palermo,relacion_de_dependencia,47,universidad_4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,ventas
4,Agronomia,relacion_de_dependencia,44,1-4_grado,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,inspector
12,Palermo,relacion_de_dependencia,25,3_anio,sin_matrimonio,0,hombre,43,cristianismo,soltero_a,0,limpiador
17,Palermo,relacion_de_dependencia,35,universidad_3_anio,matrimonio_civil,0,hombre,55,cristianismo,casado,0,profesional_especializado
14,Palermo,relacion_de_dependencia,29,5_anio,matrimonio_civil,0,mujer,25,cristianismo,casada,0,ventas
13,Palermo,relacion_de_dependencia,30,4_anio,divorciado,0,hombre,40,cristianismo,soltero_a,0,inspector
14,Palermo,relacion_de_dependencia,30,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,limpiador
8,Palermo,monotibutista,56,7-8_grado,divorciado,0,mujer,40,cristianismo,soltero_a,0,otros
17,Palermo,monotibutista,25,universidad_3_anio,sin_matrimonio,0,hombre,30,cristianismo,con_hijos,0,profesional_especializado
13,Palermo,relacion_de_dependencia,28,4_anio,sin_matrimonio,0,hombre,40,judaismo,con_hijos,0,limpiador
9,Palermo,monotibutista,43,9_grado,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
13,Palermo,empleado_municipal,47,4_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,seguridad
17,Palermo,monotibutista,46,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
18,Palermo,empleado_provincial,41,universidad_4_anio,divorciado,0,mujer,35,cristianismo,soltero_a,0,profesional_especializado
16,Palermo,empleadao_estatal,38,universidad_2_anio,matrimonio_civil,7688,mujer,33,cristianismo,casada,1,entretenimiento
13,Palermo,relacion_de_dependencia,29,4_anio,sin_matrimonio,0,hombre,40,judaismo,otro,0,seguridad
6,Belgrano,relacion_de_dependencia,25,5-6_grado,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,reparador
11,Palermo,relacion_de_dependencia,56,2_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,0,reparador
8,Palermo,relacion_de_dependencia,31,7-8_grado,matrimonio_civil,0,hombre,40,cristianismo,casado,0,limpiador
11,Palermo,relacion_de_dependencia,22,2_anio,sin_matrimonio,0,hombre,40,cristianismo,otro,0,otros
13,Palermo,relacion_de_dependencia,31,4_anio,sin_matrimonio,0,hombre,40,cristianismo,otro,0,limpiador
14,Palermo,relacion_de_dependencia,28,5_anio,separado,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
17,Palermo,relacion_de_dependencia,53,universidad_3_anio,matrimonio_civil,0,hombre,40,judaismo,casado,0,directivo_gerente
18,Palermo,relacion_de_dependencia,45,universidad_4_anio,divorciado,0,mujer,50,cristianismo,sin_familia,1,directivo_gerente
1,Palermo,relacion_de_dependencia,71,preescolar,viudo_a,0,hombre,10,judaismo,soltero_a,0,reparador
13,Palermo,,65,4_anio,viudo_a,0,mujer,40,cristianismo,soltero_a,0,
13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,7298,hombre,50,cristianismo,casado,1,reparador
13,Palermo,empleadao_estatal,19,4_anio,matrimonio_militar,0,mujer,40,cristianismo,casada,0,ventas
17,Palermo,empleado_municipal,34,universidad_3_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,profesional_especializado
13,Palermo,relacion_de_dependencia,36,4_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,0,entretenimiento
13,Palermo,relacion_de_dependencia,40,4_anio,pareja_no_presente,0,mujer,40,cristianismo,con_hijos,0,otros
14,La Boca,relacion_de_dependencia,90,5_anio,separado,0,mujer,40,cristianismo,con_hijos,0,entretenimiento
19,Palermo,relacion_de_dependencia,56,universiada_5_anio,matrimonio_civil,0,hombre,16,cristianismo,casado,0,directivo_gerente
13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,profesional_especializado
17,Palermo,relacion_de_dependencia,48,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,directivo_gerente
14,Palermo,relacion_de_dependencia,45,5_anio,separado,0,mujer,27,cristianismo,soltero_a,0,entretenimiento
13,Palermo,relacion_de_dependencia,46,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,inspector
10,Palermo,relacion_de_dependencia,64,1_anio,separado,0,mujer,35,cristianismo,sin_familia,0,otros
18,Monte Castro,empleado_municipal,29,universidad_4_anio,sin_matrimonio,0,hombre,40,budismo,con_hijos,0,profesional_especializado
13,Villa Urquiza,relacion_de_dependencia,22,4_anio,divorciado,0,mujer,30,cristianismo,soltero_a,0,soporte_tecnico
13,Chacarita,relacion_de_dependencia,47,4_anio,matrimonio_civil,0,hombre,48,cristianismo,casado,1,transporte
17,Palermo,responsable_inscripto,67,universidad_3_anio,matrimonio_civil,-2392,hombre,75,cristianismo,casado,1,directivo_gerente
13,Palermo,relacion_de_dependencia,43,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,limpiador
14,Palermo,relacion_de_dependencia,42,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,ventas
14,Palermo,relacion_de_dependencia,31,5_anio,matrimonio_civil,-1672,hombre,50,cristianismo,casado,0,otros
11,Palermo,relacion_de_dependencia,53,2_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,otros
9,Palermo,relacion_de_dependencia,81,9_grado,viudo_a,2062,mujer,5,judaismo,sin_familia,0,servicio_domestico
13,Palermo,empleado_municipal,33,4_anio,divorciado,-1138,mujer,40,cristianismo,con_hijos,0,entretenimiento
12,Palermo,relacion_de_dependencia,17,3_anio,sin_matrimonio,0,mujer,8,cristianismo,con_hijos,0,otros
19,,responsable_inscripto,55,universiada_5_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,directivo_gerente
13,Palermo,relacion_de_dependencia,28,4_anio,sin_matrimonio,0,hombre,30,cristianismo,con_hijos,0,limpiador
14,Palermo,relacion_de_dependencia,24,5_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,ventas
13,Palermo,relacion_de_dependencia,40,4_anio,separado,0,mujer,45,cristianismo,soltero_a,0,entretenimiento
18,Palermo,empleado_municipal,30,universidad_4_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
11,Palermo,relacion_de_dependencia,24,2_anio,sin_matrimonio,0,mujer,40,cristianismo,soltero_a,0,inspector
18,Palermo,relacion_de_dependencia,26,universidad_4_anio,matrimonio_civil,0,mujer,40,cristianismo,casada,0,ventas
14,Palermo,relacion_de_dependencia,38,5_anio,divorciado,0,mujer,38,cristianismo,soltero_a,0,ventas
13,Palermo,relacion_de_dependencia,30,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,soporte_tecnico
17,Palermo,relacion_de_dependencia,33,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,directivo_gerente
13,Palermo,relacion_de_dependencia,40,4_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,ventas
13,Palermo,monotibutista,63,4_anio,matrimonio_civil,0,hombre,98,cristianismo,casado,0,sector_primario
8,Palermo,relacion_de_dependencia,23,7-8_grado,sin_matrimonio,0,hombre,36,cristianismo,otro,0,reparador
13,Palermo,relacion_de_dependencia,56,4_anio,divorciado,0,hombre,40,judaismo,soltero_a,0,reparador
