id,anios_estudiados,barrio,categoria_de_trabajo,edad,educacion_alcanzada,estado_marital,ganancia_perdida_declarada_bolsa_argentina,genero,horas_trabajo_registradas,religion,representatividad_poblacional,rol_familiar_registrado,trabajo
2592,13,Palermo,monotibutista,60,4_anio,matrimonio_civil,0,hombre,60,cristianismo,145209,casado,ventas
2593,17,Palermo,relacion_de_dependencia,40,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,240698,casado,directivo_gerente
2594,13,Palermo,,72,4_anio,matrimonio_civil,0,hombre,32,cristianismo,195181,casado,
2595,14,Palermo,relacion_de_dependencia,27,5_anio,matrimonio_civil,0,mujer,55,cristianismo,299536,casada,entretenimiento
2596,13,Palermo,relacion_de_dependencia,36,4_anio,matrimonio_civil,0,hombre,48,cristianismo,238802,casado,inspector
2597,13,Palermo,relacion_de_dependencia,44,4_anio,matrimonio_civil,0,hombre,40,cristianismo,150519,casado,inspector
2598,14,Palermo,empleado_provincial,33,5_anio,divorciado,0,mujer,40,cristianismo,237903,sin_familia,profesional_especializado
2599,8,Palermo,monotibutista,53,7-8_grado,matrimonio_civil,0,hombre,40,cristianismo,257940,casado,inspector
2600,13,Palermo,relacion_de_dependencia,43,4_anio,matrimonio_civil,-1902,hombre,40,cristianismo,383670,casado,reparador
2601,16,Palermo,relacion_de_dependencia,44,universidad_2_anio,sin_matrimonio,0,hombre,40,cristianismo,179666,sin_familia,soporte_tecnico
2602,14,Palermo,relacion_de_dependencia,35,5_anio,matrimonio_civil,0,hombre,55,cristianismo,259727,casado,reparador
2603,14,Palermo,empleadao_estatal,52,5_anio,divorciado,0,mujer,40,judaismo,277772,soltero_a,entretenimiento
2604,16,Palermo,monotibutista,51,universidad_2_anio,viudo_a,0,mujer,50,cristianismo,67198,soltero_a,profesional_especializado
2605,9,Palermo,relacion_de_dependencia,41,9_grado,matrimonio_civil,0,hombre,84,ateismo,22419,casado,directivo_gerente
2606,13,Palermo,relacion_de_dependencia,42,4_anio,sin_matrimonio,0,mujer,40,cristianismo,99373,sin_familia,inspector
2607,18,Palermo,empleadao_estatal,54,universidad_4_anio,matrimonio_civil,7298,hombre,35,cristianismo,147629,casado,profesional_especializado
2608,10,Palermo,monotibutista,31,1_anio,matrimonio_civil,0,hombre,48,cristianismo,145714,casado,reparador
2609,12,Palermo,relacion_de_dependencia,30,3_anio,sin_matrimonio,0,mujer,40,judaismo,49358,con_hijos,ventas
2610,14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,30,cristianismo,214956,con_hijos,soporte_tecnico
2611,14,Palermo,relacion_de_dependencia,29,5_anio,separado,0,mujer,40,cristianismo,66172,sin_familia,entretenimiento
2612,13,Palermo,empleado_municipal,37,4_anio,sin_matrimonio,0,mujer,35,cristianismo,136749,con_hijos,entretenimiento
2613,13,,,27,4_anio,sin_matrimonio,0,hombre,35,cristianismo,258231,sin_familia,
2614,14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,mujer,12,cristianismo,43937,con_hijos,otros
2615,11,Palermo,monotibutista,33,2_anio,sin_matrimonio,0,hombre,40,cristianismo,114639,soltero_a,sector_primario
2616,17,Villa Pueyrredon,monotibutista,72,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,104090,casado,directivo_gerente
2617,13,Villa Urquiza,relacion_de_dependencia,21,4_anio,matrimonio_civil,0,hombre,20,cristianismo,137510,casado,reparador
2618,14,Palermo,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,hombre,25,otro,123586,con_hijos,entretenimiento
2619,14,San Isidro,relacion_de_dependencia,45,5_anio,matrimonio_civil,0,hombre,50,cristianismo,293628,casado,profesional_especializado
2620,13,Palermo,empleadao_estatal,37,4_anio,divorciado,0,hombre,40,cristianismo,239409,sin_familia,directivo_gerente
2621,17,Palermo,responsable_inscripto,37,universidad_3_anio,sin_matrimonio,0,mujer,50,cristianismo,593246,sin_familia,otros
2622,14,Palermo,relacion_de_dependencia,36,5_anio,matrimonio_civil,7298,mujer,32,cristianismo,30269,casada,otros
2623,14,Palermo,relacion_de_dependencia,31,5_anio,sin_matrimonio,0,mujer,40,cristianismo,48456,sin_familia,ventas
2624,15,La Boca,relacion_de_dependencia,63,universidad_1_anio,divorciado,0,mujer,24,cristianismo,153894,sin_familia,directivo_gerente
2625,17,Palermo,relacion_de_dependencia,24,universidad_3_anio,sin_matrimonio,0,hombre,28,cristianismo,182117,con_hijos,entretenimiento
2626,17,Palermo,relacion_de_dependencia,29,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,231148,casado,profesional_especializado
2627,14,Palermo,relacion_de_dependencia,53,5_anio,matrimonio_civil,0,hombre,50,cristianismo,184176,casado,directivo_gerente
2628,13,Palermo,monotibutista,40,4_anio,sin_matrimonio,0,hombre,85,cristianismo,29702,con_hijos,sector_primario
2629,18,Palermo,relacion_de_dependencia,40,universidad_4_anio,matrimonio_civil,0,mujer,60,cristianismo,276759,casada,profesional_especializado
2630,13,,relacion_de_dependencia,36,4_anio,sin_matrimonio,0,mujer,20,cristianismo,179731,otro,servicio_domestico
2631,14,Palermo,relacion_de_dependencia,64,5_anio,matrimonio_civil,0,hombre,40,cristianismo,234570,casado,entretenimiento
2632,13,Palermo,relacion_de_dependencia,33,4_anio,matrimonio_civil,0,hombre,40,judaismo,143485,casado,limpiador
2633,13,Palermo,relacion_de_dependencia,20,4_anio,sin_matrimonio,0,hombre,40,cristianismo,143062,con_hijos,inspector
2634,14,Palermo,relacion_de_dependencia,47,5_anio,matrimonio_civil,0,mujer,48,cristianismo,146516,casada,limpiador
2635,14,Palermo,,19,5_anio,sin_matrimonio,0,mujer,36,budismo,180395,con_hijos,
2636,12,Palermo,relacion_de_dependencia,32,3_anio,matrimonio_civil,0,hombre,60,cristianismo,108256,casado,transporte
2637,13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,hombre,48,cristianismo,211392,sin_familia,otros
2638,12,Mataderos,empleadao_estatal,26,3_anio,sin_matrimonio,0,hombre,40,judaismo,271243,sin_familia,entretenimiento
2639,17,Palermo,empleado_municipal,25,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,197822,con_hijos,profesional_especializado
2640,17,Coghland,monotibutista,40,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,167678,casado,reparador
2641,14,Palermo,relacion_de_dependencia,30,5_anio,matrimonio_civil,0,hombre,40,cristianismo,30101,casado,reparador
2642,18,Palermo,empleado_municipal,46,universidad_4_anio,divorciado,0,hombre,50,cristianismo,232220,sin_familia,directivo_gerente
2643,17,Palermo,,29,universidad_3_anio,sin_matrimonio,0,hombre,53,cristianismo,212588,sin_familia,
2644,13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,45,cristianismo,306156,casado,inspector
2645,13,Palermo,monotibutista,30,4_anio,matrimonio_civil,0,hombre,75,cristianismo,70985,casado,sector_primario
2646,11,Palermo,relacion_de_dependencia,58,2_anio,matrimonio_civil,0,hombre,40,cristianismo,185459,casado,inspector
2647,10,Palermo,relacion_de_dependencia,17,1_anio,sin_matrimonio,0,hombre,8,cristianismo,91141,con_hijos,ventas
2648,17,Palermo,relacion_de_dependencia,42,universidad_3_anio,divorciado,0,hombre,60,cristianismo,347653,soltero_a,otros
2649,13,Palermo,relacion_de_dependencia,31,4_anio,matrimonio_civil,0,hombre,50,cristianismo,189759,casado,transporte
2650,17,Palermo,relacion_de_dependencia,46,universidad_3_anio,divorciado,0,mujer,40,judaismo,272792,sin_familia,reparador
2651,11,Palermo,,27,2_anio,divorciado,0,hombre,40,budismo,95708,sin_familia,
2652,14,Palermo,,71,5_anio,matrimonio_civil,0,hombre,16,cristianismo,111712,casado,
2653,17,Palermo,relacion_de_dependencia,32,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,132767,casado,ventas
2654,17,Palermo,monotibutista,62,universidad_3_anio,matrimonio_civil,0,hombre,35,cristianismo,162245,casado,profesional_especializado
2655,8,Palermo,monotibutista,78,7-8_grado,matrimonio_civil,0,hombre,20,cristianismo,152148,casado,transporte
2656,18,Palermo,,54,universidad_4_anio,divorciado,0,hombre,1,cristianismo,186565,sin_familia,
2657,13,Palermo,relacion_de_dependencia,22,4_anio,sin_matrimonio,0,mujer,40,ateismo,193385,sin_familia,limpiador
2658,13,Palermo,relacion_de_dependencia,31,4_anio,sin_matrimonio,0,hombre,60,cristianismo,185778,sin_familia,sector_primario
2659,18,Nueva Pompeya,relacion_de_dependencia,32,universidad_4_anio,separado,0,mujer,35,cristianismo,162370,sin_familia,profesional_especializado
2660,13,Palermo,relacion_de_dependencia,38,4_anio,sin_matrimonio,-2339,hombre,47,judaismo,340763,sin_familia,entretenimiento
2661,10,Palermo,relacion_de_dependencia,77,1_anio,matrimonio_civil,3818,hombre,30,judaismo,148949,casado,otros
2662,8,Palermo,monotibutista,62,7-8_grado,matrimonio_civil,0,hombre,40,cristianismo,147393,casado,sector_primario
2663,17,Palermo,empleado_municipal,33,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,187203,casado,ventas
2664,15,Palermo,empleado_municipal,40,universidad_1_anio,matrimonio_civil,0,hombre,35,cristianismo,147206,casado,reparador
2665,17,Palermo,relacion_de_dependencia,65,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,228182,casado,profesional_especializado
2666,17,Belgrano,relacion_de_dependencia,31,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,177426,casado,limpiador
2667,9,Palermo,,32,9_grado,matrimonio_civil,0,hombre,45,cristianismo,161288,casado,
2668,18,Palermo,relacion_de_dependencia,32,universidad_4_anio,matrimonio_civil,0,mujer,20,budismo,133530,casada,profesional_especializado
2669,11,Palermo,relacion_de_dependencia,45,2_anio,matrimonio_civil,0,hombre,40,cristianismo,117849,otro,transporte
2670,18,Palermo,relacion_de_dependencia,70,universidad_4_anio,matrimonio_civil,9386,hombre,4,cristianismo,132670,casado,ventas
2671,20,Palermo,responsable_inscripto,38,universiada_6_anio,matrimonio_civil,0,hombre,50,cristianismo,98360,casado,profesional_especializado
2672,13,Palermo,relacion_de_dependencia,37,4_anio,matrimonio_civil,0,hombre,50,cristianismo,226500,casado,ventas
2673,15,Palermo,relacion_de_dependencia,30,universidad_1_anio,sin_matrimonio,0,hombre,40,cristianismo,35644,otro,reparador
2674,18,Palermo,relacion_de_dependencia,34,universidad_4_anio,matrimonio_civil,0,hombre,40,cristianismo,49325,casado,directivo_gerente
2675,14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,14084,mujer,20,cristianismo,142738,con_hijos,profesional_especializado
2676,13,Palermo,monotibutista,54,4_anio,divorciado,0,hombre,20,cristianismo,207841,sin_familia,profesional_especializado
2677,14,Palermo,relacion_de_dependencia,32,5_anio,matrimonio_civil,5178,hombre,50,cristianismo,269355,casado,transporte
2678,13,Palermo,responsable_inscripto,32,4_anio,matrimonio_civil,0,hombre,40,cristianismo,190290,casado,reparador
2679,13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,0,mujer,50,cristianismo,209034,sin_familia,ventas
2680,13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,40,judaismo,174571,casado,limpiador
2681,13,Palermo,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,mujer,35,cristianismo,198583,casada,inspector
2682,13,Palermo,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,hombre,60,cristianismo,128055,casado,reparador
2683,14,Palermo,relacion_de_dependencia,41,5_anio,matrimonio_civil,0,hombre,50,cristianismo,319271,casado,ventas
2684,13,Palermo,relacion_de_dependencia,38,4_anio,divorciado,0,hombre,40,cristianismo,91857,otro,otros
2685,14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,40,cristianismo,376416,con_hijos,transporte
2686,13,Palermo,empleado_municipal,31,4_anio,divorciado,0,hombre,45,cristianismo,323829,otro,seguridad
2687,17,Palermo,relacion_de_dependencia,22,universidad_3_anio,sin_matrimonio,0,mujer,6,cristianismo,209646,con_hijos,profesional_especializado
2688,14,Palermo,empleado_provincial,28,5_anio,divorciado,0,mujer,40,judaismo,90872,sin_familia,entretenimiento
2689,17,Palermo,relacion_de_dependencia,52,universidad_3_anio,divorciado,0,mujer,40,cristianismo,287454,soltero_a,profesional_especializado
2690,17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,208946,con_hijos,ventas
2691,16,Palermo,empleado_municipal,37,universidad_2_anio,matrimonio_civil,0,hombre,99,cristianismo,130805,casado,seguridad
2692,9,Palermo,relacion_de_dependencia,23,9_grado,matrimonio_civil,0,hombre,55,otro,247090,casado,reparador
2693,13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,mujer,24,cristianismo,249150,con_hijos,ventas
2694,13,Palermo,relacion_de_dependencia,57,4_anio,divorciado,0,mujer,40,cristianismo,187138,sin_familia,entretenimiento
2695,19,Palermo,relacion_de_dependencia,35,universiada_5_anio,matrimonio_civil,-1902,hombre,60,cristianismo,166497,casado,profesional_especializado
2696,17,Palermo,relacion_de_dependencia,50,universidad_3_anio,divorciado,0,mujer,50,cristianismo,155433,sin_familia,directivo_gerente
2697,17,,empleado_provincial,45,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,164593,sin_familia,directivo_gerente
2698,14,Palermo,relacion_de_dependencia,37,5_anio,matrimonio_civil,0,mujer,35,cristianismo,211168,casada,soporte_tecnico
2699,13,Palermo,monotibutista,24,4_anio,matrimonio_civil,0,hombre,40,cristianismo,162688,casado,reparador
2700,17,Caballito,empleado_municipal,58,universidad_3_anio,separado,0,mujer,40,judaismo,185072,soltero_a,profesional_especializado
2701,10,Palermo,relacion_de_dependencia,50,1_anio,matrimonio_civil,0,hombre,50,cristianismo,154153,casado,inspector
2702,14,Palermo,monotibutista,58,5_anio,matrimonio_civil,0,hombre,50,cristianismo,166258,casado,entretenimiento
2703,18,,monotibutista,31,universidad_4_anio,matrimonio_civil,0,hombre,40,budismo,190650,casado,ventas
2704,18,Palermo,empleado_provincial,60,universidad_4_anio,matrimonio_civil,0,mujer,8,cristianismo,165792,casada,profesional_especializado
2705,13,Palermo,relacion_de_dependencia,61,4_anio,viudo_a,0,hombre,40,cristianismo,313170,sin_familia,reparador
2706,13,San Telmo,relacion_de_dependencia,37,4_anio,matrimonio_civil,0,hombre,40,budismo,188279,casado,otros
2707,13,Palermo,monotibutista,27,4_anio,matrimonio_civil,0,hombre,60,cristianismo,209301,casado,reparador
2708,13,Palermo,relacion_de_dependencia,37,4_anio,separado,0,mujer,42,cristianismo,194820,soltero_a,reparador
2709,17,Palermo,relacion_de_dependencia,36,universidad_3_anio,matrimonio_civil,-1887,hombre,40,cristianismo,171393,casado,directivo_gerente
2710,8,Belgrano,relacion_de_dependencia,31,7-8_grado,matrimonio_civil,0,hombre,35,cristianismo,268282,otro,sector_primario
2711,14,Palermo,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,mujer,30,judaismo,219519,sin_familia,ventas
2712,13,Palermo,empleado_provincial,44,4_anio,matrimonio_civil,0,hombre,40,cristianismo,369131,casado,seguridad
2713,14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,mujer,25,cristianismo,195571,con_hijos,entretenimiento
2714,15,Palermo,relacion_de_dependencia,57,universidad_1_anio,divorciado,2202,mujer,44,cristianismo,114686,sin_familia,soporte_tecnico
2715,10,Palermo,relacion_de_dependencia,24,1_anio,matrimonio_civil,0,hombre,50,cristianismo,356861,casado,inspector
2716,17,Palermo,relacion_de_dependencia,26,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,156848,con_hijos,ventas
2717,13,Palermo,relacion_de_dependencia,66,4_anio,matrimonio_civil,0,hombre,40,cristianismo,147766,casado,reparador
2718,14,Palermo,empleado_municipal,60,5_anio,matrimonio_civil,0,hombre,40,cristianismo,134768,casado,seguridad
2719,14,Palermo,monotibutista,52,5_anio,matrimonio_civil,0,hombre,40,ateismo,156882,casado,ventas
2720,13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,hombre,30,cristianismo,131404,con_hijos,inspector
2721,17,Palermo,responsable_inscripto,32,universidad_3_anio,matrimonio_civil,7688,hombre,60,cristianismo,233727,casado,ventas
2722,14,Belgrano,,21,5_anio,sin_matrimonio,0,hombre,40,cristianismo,216867,otro,
2723,13,Palermo,relacion_de_dependencia,48,4_anio,matrimonio_civil,0,hombre,55,cristianismo,168556,casado,transporte
2724,14,Palermo,relacion_de_dependencia,63,5_anio,divorciado,0,mujer,37,cristianismo,60459,sin_familia,entretenimiento
2725,18,Palermo,relacion_de_dependencia,42,universidad_4_anio,matrimonio_civil,0,hombre,23,cristianismo,212894,casado,profesional_especializado
2726,13,Palermo,relacion_de_dependencia,17,4_anio,sin_matrimonio,0,mujer,5,cristianismo,41865,con_hijos,entretenimiento
2727,13,Palermo,relacion_de_dependencia,30,4_anio,sin_matrimonio,0,mujer,35,judaismo,175413,con_hijos,limpiador
2728,14,Palermo,relacion_de_dependencia,33,5_anio,divorciado,0,mujer,40,judaismo,149902,soltero_a,directivo_gerente
2729,16,Palermo,relacion_de_dependencia,55,universidad_2_anio,divorciado,0,mujer,52,cristianismo,180497,sin_familia,otros
2730,17,Palermo,monotibutista,39,universidad_3_anio,matrimonio_civil,0,hombre,35,cristianismo,107302,otro,reparador
2731,17,Palermo,relacion_de_dependencia,33,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,93283,soltero_a,profesional_especializado
2732,13,Belgrano,monotibutista,34,4_anio,matrimonio_civil,0,hombre,40,cristianismo,264351,casado,sector_primario
2733,18,Palermo,empleado_provincial,59,universidad_4_anio,matrimonio_civil,0,hombre,8,cristianismo,136819,casado,profesional_especializado
2734,14,Palermo,monotibutista,32,5_anio,separado,0,mujer,40,cristianismo,295010,soltero_a,otros
2735,13,Palermo,relacion_de_dependencia,62,4_anio,divorciado,0,mujer,20,judaismo,291904,sin_familia,servicio_domestico
2736,13,Palermo,responsable_inscripto,21,4_anio,sin_matrimonio,0,hombre,40,cristianismo,225442,con_hijos,sector_primario
2737,17,Palermo,empleado_provincial,57,universidad_3_anio,matrimonio_civil,-1902,hombre,40,cristianismo,170108,casado,directivo_gerente
2738,14,Villa Urquiza,relacion_de_dependencia,19,5_anio,sin_matrimonio,2176,hombre,35,cristianismo,193859,sin_familia,entretenimiento
2739,16,Palermo,empleado_municipal,38,universidad_2_anio,matrimonio_civil,0,hombre,40,otro,326701,casado,reparador
2740,17,Palermo,empleado_provincial,38,universidad_3_anio,sin_matrimonio,0,hombre,20,cristianismo,196373,sin_familia,ventas
2741,13,Palermo,relacion_de_dependencia,20,4_anio,sin_matrimonio,0,mujer,40,cristianismo,258730,con_hijos,servicio_domestico
2742,17,Palermo,relacion_de_dependencia,24,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,190293,sin_familia,directivo_gerente
2743,18,Palermo,empleado_municipal,39,universidad_4_anio,divorciado,0,mujer,30,cristianismo,170263,soltero_a,profesional_especializado
2744,13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,0,hombre,40,cristianismo,300275,sin_familia,limpiador
2745,17,Palermo,empleado_provincial,28,universidad_3_anio,matrimonio_civil,0,mujer,37,judaismo,255254,casada,profesional_especializado
2746,11,Palermo,relacion_de_dependencia,51,2_anio,divorciado,5455,mujer,40,judaismo,166461,soltero_a,inspector
2747,13,Palermo,relacion_de_dependencia,27,4_anio,divorciado,3418,mujer,32,cristianismo,96219,con_hijos,otros
2748,17,Palermo,responsable_inscripto,38,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,186845,casado,reparador
2749,13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,0,mujer,40,cristianismo,99697,con_hijos,limpiador
2750,13,Palermo,relacion_de_dependencia,42,4_anio,matrimonio_civil,0,hombre,60,cristianismo,143069,casado,reparador
2751,14,Palermo,relacion_de_dependencia,53,5_anio,matrimonio_civil,7298,hombre,40,cristianismo,117674,casado,reparador
2752,13,Coghland,relacion_de_dependencia,35,4_anio,pareja_no_presente,0,mujer,40,cristianismo,261504,otro,transporte
2753,16,Palermo,relacion_de_dependencia,37,universidad_2_anio,divorciado,0,mujer,40,cristianismo,29660,sin_familia,entretenimiento
2754,16,Palermo,relacion_de_dependencia,45,universidad_2_anio,separado,0,mujer,40,cristianismo,202560,soltero_a,entretenimiento
2755,11,Palermo,relacion_de_dependencia,27,2_anio,sin_matrimonio,0,hombre,35,cristianismo,178713,sin_familia,ventas
2756,13,Palermo,relacion_de_dependencia,34,4_anio,divorciado,0,mujer,40,cristianismo,100734,soltero_a,soporte_tecnico
2757,13,Palermo,relacion_de_dependencia,24,4_anio,divorciado,0,mujer,35,cristianismo,112009,soltero_a,otros
2758,14,Palermo,relacion_de_dependencia,69,5_anio,matrimonio_civil,0,hombre,40,cristianismo,144056,casado,profesional_especializado
2759,13,Palermo,relacion_de_dependencia,47,4_anio,divorciado,0,mujer,40,cristianismo,70209,soltero_a,entretenimiento
2760,14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,hombre,30,judaismo,143816,otro,inspector
2761,14,Palermo,,23,5_anio,sin_matrimonio,0,hombre,10,cristianismo,164732,sin_familia,
2762,14,Palermo,empleado_provincial,30,5_anio,sin_matrimonio,0,hombre,45,judaismo,714597,sin_familia,seguridad
2763,15,Palermo,relacion_de_dependencia,71,universidad_1_anio,viudo_a,11678,mujer,38,cristianismo,187703,soltero_a,profesional_especializado
2764,13,Belgrano,relacion_de_dependencia,53,4_anio,matrimonio_civil,0,hombre,40,otro,418901,casado,reparador
2765,13,Palermo,relacion_de_dependencia,22,4_anio,sin_matrimonio,0,mujer,40,cristianismo,169188,con_hijos,entretenimiento
2766,14,Palermo,relacion_de_dependencia,47,5_anio,sin_matrimonio,0,hombre,40,cristianismo,70554,sin_familia,reparador
2767,17,Palermo,relacion_de_dependencia,28,universidad_3_anio,matrimonio_civil,-1887,hombre,50,cristianismo,31801,casado,reparador
2768,14,Palermo,monotibutista,25,5_anio,divorciado,0,mujer,40,cristianismo,195000,sin_familia,profesional_especializado
2769,15,Palermo,relacion_de_dependencia,38,universidad_1_anio,matrimonio_civil,7298,mujer,45,cristianismo,215392,casada,profesional_especializado
2770,13,Palermo,relacion_de_dependencia,33,4_anio,sin_matrimonio,0,hombre,40,cristianismo,97723,con_hijos,ventas
2771,11,Palermo,relacion_de_dependencia,41,2_anio,matrimonio_civil,0,hombre,50,cristianismo,121012,casado,reparador
2772,12,Palermo,relacion_de_dependencia,19,3_anio,sin_matrimonio,0,hombre,40,cristianismo,218956,otro,inspector
2773,8,Palermo,monotibutista,41,7-8_grado,sin_matrimonio,0,mujer,30,cristianismo,171003,soltero_a,otros
2774,13,Palermo,responsable_inscripto,20,4_anio,sin_matrimonio,0,hombre,20,cristianismo,154782,con_hijos,sector_primario
2775,13,,,27,4_anio,sin_matrimonio,0,mujer,40,cristianismo,132372,soltero_a,
2776,11,Palermo,,18,2_anio,sin_matrimonio,0,mujer,15,cristianismo,151404,con_hijos,
2777,17,Palermo,relacion_de_dependencia,53,universidad_3_anio,matrimonio_civil,0,hombre,72,cristianismo,816750,casado,profesional_especializado
2778,13,Palermo,relacion_de_dependencia,67,4_anio,viudo_a,0,mujer,21,cristianismo,92943,soltero_a,entretenimiento
2779,10,Palermo,,47,1_anio,matrimonio_civil,0,hombre,45,cristianismo,104489,casado,
2780,18,Velez Sarsfield,monotibutista,55,universidad_4_anio,divorciado,0,mujer,50,cristianismo,218456,sin_familia,directivo_gerente
2781,13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,0,hombre,40,cristianismo,301614,casado,transporte
2782,17,Palermo,relacion_de_dependencia,36,universidad_3_anio,matrimonio_civil,0,hombre,42,cristianismo,307134,casado,profesional_especializado
2783,18,Palermo,empleado_provincial,37,universidad_4_anio,sin_matrimonio,0,hombre,65,cristianismo,106347,sin_familia,directivo_gerente
2784,17,Palermo,relacion_de_dependencia,36,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,127961,casado,directivo_gerente
2785,17,Palermo,responsable_inscripto,32,universidad_3_anio,sin_matrimonio,0,hombre,60,cristianismo,206297,sin_familia,directivo_gerente
2786,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,mujer,25,cristianismo,171156,con_hijos,otros
2787,4,Belgrano,relacion_de_dependencia,31,1-4_grado,matrimonio_civil,0,hombre,35,cristianismo,104729,casado,limpiador
2788,14,Palermo,relacion_de_dependencia,47,5_anio,sin_matrimonio,13550,hombre,45,cristianismo,85109,sin_familia,ventas
2789,13,Palermo,relacion_de_dependencia,25,4_anio,divorciado,0,hombre,40,cristianismo,199143,con_hijos,reparador
2790,13,Palermo,relacion_de_dependencia,24,4_anio,divorciado,0,hombre,40,cristianismo,110371,sin_familia,seguridad
2791,14,Palermo,relacion_de_dependencia,33,5_anio,matrimonio_civil,0,hombre,40,cristianismo,250782,casado,reparador
2792,14,Palermo,relacion_de_dependencia,45,5_anio,sin_matrimonio,6849,mujer,43,cristianismo,281574,sin_familia,directivo_gerente
2793,10,Palermo,relacion_de_dependencia,28,1_anio,matrimonio_militar,0,mujer,40,cristianismo,147889,casada,otros
2794,14,Palermo,relacion_de_dependencia,36,5_anio,divorciado,0,mujer,60,cristianismo,298753,sin_familia,directivo_gerente
2795,13,Palermo,relacion_de_dependencia,55,4_anio,matrimonio_civil,0,hombre,45,cristianismo,248841,casado,transporte
2796,14,Palermo,responsable_inscripto,51,5_anio,matrimonio_civil,0,hombre,60,cristianismo,274948,casado,reparador
2797,13,Palermo,relacion_de_dependencia,22,4_anio,matrimonio_civil,0,hombre,42,cristianismo,41763,casado,ventas
2798,14,Palermo,,27,5_anio,sin_matrimonio,-1719,hombre,40,cristianismo,176683,con_hijos,
2799,13,Palermo,relacion_de_dependencia,37,4_anio,matrimonio_civil,0,hombre,40,cristianismo,385251,casado,directivo_gerente
2800,14,Palermo,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,hombre,20,cristianismo,145964,con_hijos,otros
2801,13,Palermo,relacion_de_dependencia,61,4_anio,viudo_a,0,mujer,40,cristianismo,33460,soltero_a,entretenimiento
2802,17,Palermo,empleado_provincial,46,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,121586,casado,reparador
2803,14,Villa Urquiza,empleadao_estatal,35,5_anio,matrimonio_civil,0,hombre,40,cristianismo,112008,casado,soporte_tecnico
2804,11,Palermo,relacion_de_dependencia,24,2_anio,sin_matrimonio,0,mujer,36,cristianismo,163053,sin_familia,ventas
2805,14,Palermo,,21,5_anio,sin_matrimonio,0,mujer,35,cristianismo,34446,con_hijos,
2806,17,Palermo,monotibutista,33,universidad_3_anio,separado,0,hombre,35,judaismo,147201,con_hijos,profesional_especializado
2807,13,Palermo,relacion_de_dependencia,60,4_anio,viudo_a,0,mujer,30,cristianismo,491214,sin_familia,ventas
2808,13,Palermo,relacion_de_dependencia,36,4_anio,matrimonio_civil,0,hombre,45,cristianismo,102729,casado,limpiador
2809,13,Palermo,,37,4_anio,sin_matrimonio,0,mujer,40,judaismo,70282,sin_familia,
2810,14,Palermo,responsable_inscripto,48,5_anio,matrimonio_civil,3103,hombre,40,cristianismo,216214,casado,reparador
2811,13,Palermo,relacion_de_dependencia,43,4_anio,divorciado,0,mujer,45,cristianismo,212206,sin_familia,entretenimiento
2812,13,Palermo,empleado_municipal,53,4_anio,divorciado,0,mujer,40,cristianismo,235567,sin_familia,entretenimiento
2813,15,Palermo,relacion_de_dependencia,31,universidad_1_anio,matrimonio_civil,99999,hombre,40,cristianismo,356410,casado,ventas
